country_name,1990,2000,2011,2012,2013,2014,2015,2016,2017,2018,2019
Afghanistan,0.9563532223783476,0.943958214720119,0.9537272624541675,0.9518712112523539,0.9493204656005494,0.9470906886235546,0.9457921518999652,0.945512753721124,0.9459650032537832,0.9468830946341805,0.947889896043083
Albania,0.9527890390903382,0.9761501425963149,0.9813830694167281,0.9767127722289808,0.9717842888861645,0.9674728316015565,0.9643965012271072,0.9628243477216408,0.9625695805700314,0.9632134122077226,0.9641001114796516
Algeria,0.975924496732716,0.9733038960982823,0.981098492597976,0.980964633707754,0.980676475014637,0.9803525609455298,0.9800755027912329,0.9798649578671983,0.9797033190400353,0.9795813332083255,0.9794811561703982
"American Samoa",0.975924496732716,0.9733038960982823,0.981098492597976,0.980964633707754,0.980676475014637,0.9803525609455298,0.9800755027912329,0.9798649578671983,0.9797033190400353,0.9795813332083255,0.9794811561703982
Andorra,0.975924496732716,0.9733038960982823,0.981098492597976,0.980964633707754,0.980676475014637,0.9803525609455298,0.9800755027912329,0.9798649578671983,0.9797033190400353,0.9795813332083255,0.9794811561703982
Angola,0.9957704116799299,1.0104768635062318,1.0226318983894878,1.022622125571603,1.0224027149680055,1.0221261079397284,1.021890193516988,1.0217134634800926,1.0215691460528762,1.021445995252288,1.0213239603203017
"Antigua and Barbuda",1.0628134072314595,1.1284650277202217,1.0871059769899916,1.0844054041591737,1.0820858169904901,1.079951462855602,1.0780437969173366,1.076558072098592,1.075109816030966,1.0741905603067576,1.0728677537778537
"Arab World",0.960685776821403,0.9610720628856285,0.9340312607265532,0.933448797115516,0.9332928737937359,0.9331469007614464,0.9327455125402728,0.9320092050654103,0.9310701899689321,0.9301415494456036,0.9295119388605529
Argentina,1.0534332091024112,1.060428156437868,1.0545884333935547,1.0539872825185963,1.0533961174731419,1.0528226762828607,1.0522706104501158,1.0517438946307789,1.0512395743537368,1.0507498398719548,1.0502643977032
Armenia,1.0632960406807732,1.1303038273543862,1.1364835868385734,1.1344895467160037,1.1317442275364078,1.1291051977483735,1.1271643896373962,1.1260798225072302,1.1256464874751961,1.1256963768241184,1.125921639940486
Aruba,1.0271707221606106,1.0723295545265847,1.0977264317723965,1.0987149054596055,1.100484606613455,1.10209249093524,1.1037340215331264,1.104849068721901,1.1058459078644949,1.1066196958840857,1.1075230449003866
Australia,1.0059648452165924,1.0046811130423279,1.0004912570835358,1.0020146550146567,1.0038653556936474,1.0055831753617868,1.006858424939384,1.007607626432006,1.0079499010302453,1.008016896391609,1.0080133519713308
Austria,1.0905659123818485,1.06037863951579,1.0504384855724063,1.0488818027262552,1.0471311079652443,1.045079856730727,1.042685169253575,1.0399044474969068,1.0368385446837003,1.0337366443252545,1.0309220824561411
Azerbaijan,1.0451410830249006,1.0452815152657906,1.0164732499287767,1.0146616856668964,1.012922779897195,1.011223737769815,1.009546727755506,1.0078736171682057,1.0062224448183787,1.0046408302711773,1.0032000620346775
"Bahamas, The",1.0154091810087154,1.0530038986623318,1.0633564395069663,1.0628294232787723,1.0620580818717391,1.0612021310910162,1.060480918006068,1.0597827567977065,1.0592318895301795,1.0586790800965173,1.0582683323820998
Bahrain,0.7329943739735123,0.7433517126324017,0.6056447195855463,0.6127704765697597,0.6207533193898214,0.6243263253746621,0.6201274276502649,0.607544842531093,0.5896974829972507,0.5710493255586977,0.5559052789054248
Bangladesh,0.9387343741479324,0.9461523847383841,0.9690507406665934,0.9702252383346972,0.9709979802017791,0.9716842484558846,0.9725056257072411,0.973507837621583,0.9746168015385407,0.975788563295229,0.9769452923738131
Barbados,1.0785088418034092,1.081308353902525,1.0826703562781044,1.080812081472191,1.0786429772610953,1.076453134454578,1.0743745774171738,1.0724722808391527,1.0707759088442756,1.0692365998917164,1.067680005763066
Belarus,1.1322282884269328,1.1302400242489703,1.1512457491924175,1.1509585287158626,1.150307349119523,1.1495913750539695,1.149030055254274,1.1487140439664465,1.148577540048888,1.148506964779072,1.148317152441385
Belgium,1.0438748934475661,1.0421874439712018,1.036335488117571,1.0365704801271347,1.0366044349965635,1.0359666233222977,1.034362333950813,1.0316393953753642,1.028012751610487,1.024017806029621,1.020374474720986
Belize,0.9831872349874697,0.9861627542784636,1.0000423946946069,1.000982731163826,1.0017891987979364,1.0026750242282385,1.003647203810412,1.004876137402586,1.0063163065357488,1.007730689000933,1.0092082642756406
Benin,1.0542222688023277,1.0296290712592304,1.0122545333967727,1.010859896096853,1.0094000815040614,1.008008342136927,1.0067736508057585,1.0057065985901474,1.0047715382533027,1.0039359685373772,1.0031638414626693
Bermuda,1.0542222688023277,1.0296290712592304,1.0122545333967727,1.010859896096853,1.0094000815040614,1.008008342136927,1.0067736508057585,1.0057065985901474,1.0047715382533027,1.0039359685373772,1.0031638414626693
Bhutan,0.945669744476986,0.9551651245339694,0.902997098696472,0.9016851572262263,0.8999261684643041,0.8977911853277064,0.895446247913482,0.8928219068271276,0.889896629167913,0.8868859880592983,0.8840335678009832
Bolivia,0.9888258154083807,0.9878696056996087,0.9877573216284853,0.9881317587430815,0.9885493670613884,0.9890167215356861,0.9895384650302016,0.9901122289346153,0.9907297267686476,0.9913733375757433,0.9920202228178026
"Bosnia and Herzegovina",1.0192007202023081,1.036899214872196,1.0369736724974408,1.0375741770368976,1.0382711830080251,1.038984309307375,1.0396557989654698,1.0402578740453992,1.0407905160482236,1.0412552391187533,1.0416872835230084
